electrcity_use_kwh,occupied,hour,day_of_week,building_BUILD_H_01,building_BUILD_H_03,building_BUILD_H_04,building_BUILD_H_05,building_BUILD_H_06,building_BUILD_H_07,building_BUILD_H_08
0.226,1,23,0,False,False,False,False,True,False,False
0.071,1,0,1,False,False,False,False,True,False,False
0.078,1,1,1,False,False,False,False,True,False,False
0.157,1,2,1,False,False,False,False,True,False,False
0.149,1,3,1,False,False,False,False,True,False,False
0.05,1,4,1,False,False,False,False,True,False,False
0.141,1,5,1,False,False,False,False,True,False,False
0.161,1,6,1,False,False,False,False,True,False,False
0.187,1,7,1,False,False,False,False,True,False,False
0.253,1,8,1,False,False,False,False,True,False,False
0.246,1,9,1,False,False,False,False,True,False,False
0.238,1,10,1,False,False,False,False,True,False,False
0.524,1,11,1,False,False,False,False,True,False,False
0.291,1,12,1,False,False,False,False,True,False,False
0.427,1,13,1,False,False,False,False,True,False,False
0.271,1,14,1,False,False,False,False,True,False,False
0.258,1,15,1,False,False,False,False,True,False,False
1.01,1,16,1,False,False,False,False,True,False,False
0.748,1,17,1,False,False,False,False,True,False,False
0.215,1,18,1,False,False,False,False,True,False,False
0.25,1,19,1,False,False,False,False,True,False,False
0.27,1,20,1,False,False,False,False,True,False,False
0.651,1,21,1,False,False,False,False,True,False,False
0.146,1,22,1,False,False,False,False,True,False,False
0.128,1,23,1,False,False,False,False,True,False,False
0.135,1,0,2,False,False,False,False,True,False,False
0.091,1,1,2,False,False,False,False,True,False,False
0.112,1,2,2,False,False,False,False,True,False,False
0.136,1,3,2,False,False,False,False,True,False,False
0.089,1,4,2,False,False,False,False,True,False,False
0.13,1,5,2,False,False,False,False,True,False,False
0.194,1,6,2,False,False,False,False,True,False,False
0.087,0,7,2,False,False,False,False,True,False,False
0.094,0,8,2,False,False,False,False,True,False,False
0.132,0,9,2,False,False,False,False,True,False,False
0.098,0,10,2,False,False,False,False,True,False,False
0.085,0,11,2,False,False,False,False,True,False,False
0.125,0,12,2,False,False,False,False,True,False,False
0.116,0,13,2,False,False,False,False,True,False,False
0.087,0,14,2,False,False,False,False,True,False,False
0.111,0,15,2,False,False,False,False,True,False,False
0.128,0,16,2,False,False,False,False,True,False,False
0.087,0,17,2,False,False,False,False,True,False,False
0.096,0,18,2,False,False,False,False,True,False,False
0.132,0,19,2,False,False,False,False,True,False,False
0.097,0,20,2,False,False,False,False,True,False,False
0.084,0,21,2,False,False,False,False,True,False,False
0.132,0,22,2,False,False,False,False,True,False,False
0.109,0,23,2,False,False,False,False,True,False,False
0.085,0,0,3,False,False,False,False,True,False,False
0.112,0,1,3,False,False,False,False,True,False,False
0.127,0,2,3,False,False,False,False,True,False,False
0.086,0,3,3,False,False,False,False,True,False,False
0.09,0,4,3,False,False,False,False,True,False,False
0.125,0,5,3,False,False,False,False,True,False,False
0.11,0,6,3,False,False,False,False,True,False,False
0.086,0,7,3,False,False,False,False,True,False,False
0.106,0,8,3,False,False,False,False,True,False,False
0.125,0,9,3,False,False,False,False,True,False,False
0.093,0,10,3,False,False,False,False,True,False,False
0.084,0,11,3,False,False,False,False,True,False,False
0.122,0,12,3,False,False,False,False,True,False,False
0.116,0,13,3,False,False,False,False,True,False,False
0.095,1,14,3,False,False,False,False,True,False,False
0.114,1,15,3,False,False,False,False,True,False,False
0.182,1,16,3,False,False,False,False,True,False,False
0.397,1,17,3,False,False,False,False,True,False,False
0.205,1,18,3,False,False,False,False,True,False,False
0.234,1,19,3,False,False,False,False,True,False,False
0.189,1,20,3,False,False,False,False,True,False,False
0.583,1,21,3,False,False,False,False,True,False,False
0.156,1,22,3,False,False,False,False,True,False,False
0.382,1,23,3,False,False,False,False,True,False,False
0.088,1,0,4,False,False,False,False,True,False,False
0.101,1,1,4,False,False,False,False,True,False,False
0.13,1,2,4,False,False,False,False,True,False,False
0.098,1,3,4,False,False,False,False,True,False,False
0.086,1,4,4,False,False,False,False,True,False,False
0.174,1,5,4,False,False,False,False,True,False,False
0.103,1,6,4,False,False,False,False,True,False,False
0.096,1,7,4,False,False,False,False,True,False,False
0.118,1,8,4,False,False,False,False,True,False,False
0.127,1,9,4,False,False,False,False,True,False,False
0.088,1,10,4,False,False,False,False,True,False,False
0.132,1,11,4,False,False,False,False,True,False,False
0.119,1,12,4,False,False,False,False,True,False,False
0.089,0,13,4,False,False,False,False,True,False,False
0.114,0,14,4,False,False,False,False,True,False,False
0.125,0,15,4,False,False,False,False,True,False,False
0.116,1,16,4,False,False,False,False,True,False,False
0.62,1,17,4,False,False,False,False,True,False,False
0.191,1,18,4,False,False,False,False,True,False,False
0.208,1,19,4,False,False,False,False,True,False,False
0.206,1,20,4,False,False,False,False,True,False,False
0.256,1,21,4,False,False,False,False,True,False,False
0.248,1,22,4,False,False,False,False,True,False,False
0.126,1,23,4,False,False,False,False,True,False,False
0.156,1,0,5,False,False,False,False,True,False,False
0.151,1,1,5,False,False,False,False,True,False,False
0.092,1,2,5,False,False,False,False,True,False,False
0.065,1,3,5,False,False,False,False,True,False,False
0.155,1,4,5,False,False,False,False,True,False,False
0.143,1,5,5,False,False,False,False,True,False,False
0.048,1,6,5,False,False,False,False,True,False,False
0.146,1,7,5,False,False,False,False,True,False,False
0.128,1,8,5,False,False,False,False,True,False,False
0.188,1,9,5,False,False,False,False,True,False,False
0.72,1,10,5,False,False,False,False,True,False,False
0.7,1,11,5,False,False,False,False,True,False,False
0.101,1,12,5,False,False,False,False,True,False,False
0.149,1,13,5,False,False,False,False,True,False,False
0.148,1,14,5,False,False,False,False,True,False,False
0.288,1,15,5,False,False,False,False,True,False,False
0.38,1,16,5,False,False,False,False,True,False,False
0.61,1,17,5,False,False,False,False,True,False,False
0.807,1,18,5,False,False,False,False,True,False,False
0.697,1,19,5,False,False,False,False,True,False,False
0.209,1,20,5,False,False,False,False,True,False,False
0.169,1,21,5,False,False,False,False,True,False,False
0.288,1,22,5,False,False,False,False,True,False,False
0.124,1,23,5,False,False,False,False,True,False,False
0.108,1,0,6,False,False,False,False,True,False,False
0.143,1,1,6,False,False,False,False,True,False,False
0.091,1,2,6,False,False,False,False,True,False,False
0.123,1,3,6,False,False,False,False,True,False,False
0.108,1,4,6,False,False,False,False,True,False,False
0.083,1,5,6,False,False,False,False,True,False,False
0.14,1,6,6,False,False,False,False,True,False,False
0.085,1,7,6,False,False,False,False,True,False,False
0.173,1,8,6,False,False,False,False,True,False,False
0.395,1,9,6,False,False,False,False,True,False,False
0.114,1,10,6,False,False,False,False,True,False,False
0.152,1,11,6,False,False,False,False,True,False,False
0.155,1,12,6,False,False,False,False,True,False,False
0.144,0,13,6,False,False,False,False,True,False,False
0.145,0,14,6,False,False,False,False,True,False,False
0.064,1,15,6,False,False,False,False,True,False,False
0.15,1,16,6,False,False,False,False,True,False,False
0.79,1,17,6,False,False,False,False,True,False,False
0.161,1,18,6,False,False,False,False,True,False,False
0.246,1,19,6,False,False,False,False,True,False,False
0.274,1,20,6,False,False,False,False,True,False,False
0.152,1,21,6,False,False,False,False,True,False,False
0.33,1,22,6,False,False,False,False,True,False,False
0.092,1,23,6,False,False,False,False,True,False,False
0.153,1,0,0,False,False,False,False,True,False,False
0.078,1,1,0,False,False,False,False,True,False,False
0.159,1,2,0,False,False,False,False,True,False,False
0.081,1,3,0,False,False,False,False,True,False,False
0.128,1,4,0,False,False,False,False,True,False,False
0.131,1,5,0,False,False,False,False,True,False,False
0.129,1,6,0,False,False,False,False,True,False,False
0.088,0,7,0,False,False,False,False,True,False,False
0.142,1,8,0,False,False,False,False,True,False,False
0.195,1,9,0,False,False,False,False,True,False,False
0.186,1,10,0,False,False,False,False,True,False,False
0.185,1,11,0,False,False,False,False,True,False,False
0.223,1,12,0,False,False,False,False,True,False,False
0.213,1,13,0,False,False,False,False,True,False,False
0.309,1,14,0,False,False,False,False,True,False,False
0.134,1,15,0,False,False,False,False,True,False,False
0.841,1,16,0,False,False,False,False,True,False,False
0.971,1,17,0,False,False,False,False,True,False,False
0.133,1,18,0,False,False,False,False,True,False,False
0.097,1,19,0,False,False,False,False,True,False,False
0.169,1,20,0,False,False,False,False,True,False,False
0.214,1,21,0,False,False,False,False,True,False,False
0.275,1,22,0,False,False,False,False,True,False,False
0.103,1,23,0,False,False,False,False,True,False,False
0.094,1,0,1,False,False,False,False,True,False,False
0.096,1,1,1,False,False,False,False,True,False,False
0.11,1,2,1,False,False,False,False,True,False,False
0.115,1,3,1,False,False,False,False,True,False,False
0.111,1,4,1,False,False,False,False,True,False,False
0.126,1,5,1,False,False,False,False,True,False,False
0.112,1,6,1,False,False,False,False,True,False,False
0.164,1,7,1,False,False,False,False,True,False,False
0.168,1,8,1,False,False,False,False,True,False,False
0.528,1,9,1,False,False,False,False,True,False,False
1.152,1,10,1,False,False,False,False,True,False,False
0.258,1,11,1,False,False,False,False,True,False,False
0.228,1,12,1,False,False,False,False,True,False,False
0.251,1,13,1,False,False,False,False,True,False,False
0.162,1,14,1,False,False,False,False,True,False,False
0.146,1,15,1,False,False,False,False,True,False,False
0.134,1,16,1,False,False,False,False,True,False,False
1.141,1,17,1,False,False,False,False,True,False,False
0.315,1,18,1,False,False,False,False,True,False,False
0.246,1,19,1,False,False,False,False,True,False,False
0.269,1,20,1,False,False,False,False,True,False,False
0.152,1,21,1,False,False,False,False,True,False,False
0.306,1,22,1,False,False,False,False,True,False,False
0.105,1,23,1,False,False,False,False,True,False,False
0.106,1,0,2,False,False,False,False,True,False,False
0.127,1,1,2,False,False,False,False,True,False,False
0.12,1,2,2,False,False,False,False,True,False,False
0.096,1,3,2,False,False,False,False,True,False,False
0.094,1,4,2,False,False,False,False,True,False,False
0.181,1,5,2,False,False,False,False,True,False,False
0.092,1,6,2,False,False,False,False,True,False,False
0.098,1,7,2,False,False,False,False,True,False,False
0.118,1,8,2,False,False,False,False,True,False,False
0.127,1,9,2,False,False,False,False,True,False,False
0.094,1,10,2,False,False,False,False,True,False,False
0.102,1,11,2,False,False,False,False,True,False,False
0.107,1,12,2,False,False,False,False,True,False,False
0.12,1,13,2,False,False,False,False,True,False,False
0.117,1,14,2,False,False,False,False,True,False,False
0.112,0,15,2,False,False,False,False,True,False,False
0.478,0,16,2,False,False,False,False,True,False,False
1.109,1,17,2,False,False,False,False,True,False,False
0.131,1,18,2,False,False,False,False,True,False,False
0.193,1,19,2,False,False,False,False,True,False,False
0.211,1,20,2,False,False,False,False,True,False,False
0.266,1,21,2,False,False,False,False,True,False,False
0.597,1,22,2,False,False,False,False,True,False,False
0.431,1,23,2,False,False,False,False,True,False,False
0.105,1,0,3,False,False,False,False,True,False,False
0.094,1,1,3,False,False,False,False,True,False,False
0.105,1,2,3,False,False,False,False,True,False,False
0.137,1,3,3,False,False,False,False,True,False,False
0.135,1,4,3,False,False,False,False,True,False,False
0.117,1,5,3,False,False,False,False,True,False,False
0.094,1,6,3,False,False,False,False,True,False,False
0.209,1,7,3,False,False,False,False,True,False,False
0.202,1,8,3,False,False,False,False,True,False,False
0.158,1,9,3,False,False,False,False,True,False,False
0.145,1,10,3,False,False,False,False,True,False,False
0.182,1,11,3,False,False,False,False,True,False,False
0.114,1,12,3,False,False,False,False,True,False,False
0.196,1,13,3,False,False,False,False,True,False,False
0.241,1,14,3,False,False,False,False,True,False,False
0.189,1,15,3,False,False,False,False,True,False,False
0.144,1,16,3,False,False,False,False,True,False,False
0.128,1,17,3,False,False,False,False,True,False,False
0.177,1,18,3,False,False,False,False,True,False,False
0.172,1,19,3,False,False,False,False,True,False,False
0.282,1,20,3,False,False,False,False,True,False,False
0.297,1,21,3,False,False,False,False,True,False,False
0.134,1,22,3,False,False,False,False,True,False,False
0.123,1,23,3,False,False,False,False,True,False,False
0.126,1,0,4,False,False,False,False,True,False,False
0.101,1,1,4,False,False,False,False,True,False,False
0.108,1,2,4,False,False,False,False,True,False,False
0.114,1,3,4,False,False,False,False,True,False,False
0.154,1,4,4,False,False,False,False,True,False,False
0.12,1,5,4,False,False,False,False,True,False,False
0.104,1,6,4,False,False,False,False,True,False,False
0.245,1,7,4,False,False,False,False,True,False,False
0.193,0,8,4,False,False,False,False,True,False,False
0.222,0,9,4,False,False,False,False,True,False,False
0.261,1,10,4,False,False,False,False,True,False,False
0.192,1,11,4,False,False,False,False,True,False,False
0.122,1,12,4,False,False,False,False,True,False,False
0.249,1,13,4,False,False,False,False,True,False,False
0.227,1,14,4,False,False,False,False,True,False,False
0.27,1,15,4,False,False,False,False,True,False,False
0.16,1,16,4,False,False,False,False,True,False,False
0.834,1,17,4,False,False,False,False,True,False,False
0.171,1,18,4,False,False,False,False,True,False,False
0.179,1,19,4,False,False,False,False,True,False,False
0.168,1,20,4,False,False,False,False,True,False,False
0.318,1,21,4,False,False,False,False,True,False,False
0.45,1,22,1,False,False,False,False,False,True,False
0.45,1,23,1,False,False,False,False,False,True,False
0.42,1,0,2,False,False,False,False,False,True,False
0.33,1,1,2,False,False,False,False,False,True,False
0.11,1,2,2,False,False,False,False,False,True,False
0.1,1,3,2,False,False,False,False,False,True,False
0.11,1,4,2,False,False,False,False,False,True,False
0.1,1,5,2,False,False,False,False,False,True,False
0.11,1,6,2,False,False,False,False,False,True,False
0.11,1,7,2,False,False,False,False,False,True,False
0.1,0,8,2,False,False,False,False,False,True,False
0.1,0,9,2,False,False,False,False,False,True,False
0.1,0,10,2,False,False,False,False,False,True,False
0.1,0,11,2,False,False,False,False,False,True,False
0.1,0,12,2,False,False,False,False,False,True,False
0.09,0,13,2,False,False,False,False,False,True,False
0.1,0,14,2,False,False,False,False,False,True,False
0.1,0,15,2,False,False,False,False,False,True,False
0.1,0,16,2,False,False,False,False,False,True,False
0.1,0,17,2,False,False,False,False,False,True,False
0.1,0,18,2,False,False,False,False,False,True,False
0.11,1,19,2,False,False,False,False,False,True,False
0.15,1,20,2,False,False,False,False,False,True,False
0.13,1,21,2,False,False,False,False,False,True,False
0.12,1,22,2,False,False,False,False,False,True,False
0.1,1,23,2,False,False,False,False,False,True,False
0.11,1,0,3,False,False,False,False,False,True,False
0.09,1,1,3,False,False,False,False,False,True,False
0.1,1,2,3,False,False,False,False,False,True,False
0.11,1,3,3,False,False,False,False,False,True,False
0.09,1,4,3,False,False,False,False,False,True,False
0.12,1,5,3,False,False,False,False,False,True,False
0.11,0,6,3,False,False,False,False,False,True,False
0.1,0,7,3,False,False,False,False,False,True,False
0.1,0,8,3,False,False,False,False,False,True,False
0.1,0,9,3,False,False,False,False,False,True,False
0.1,0,10,3,False,False,False,False,False,True,False
0.1,0,11,3,False,False,False,False,False,True,False
0.1,0,12,3,False,False,False,False,False,True,False
0.1,0,13,3,False,False,False,False,False,True,False
0.1,0,14,3,False,False,False,False,False,True,False
0.09,0,15,3,False,False,False,False,False,True,False
0.1,0,16,3,False,False,False,False,False,True,False
0.12,1,17,3,False,False,False,False,False,True,False
0.09,1,18,3,False,False,False,False,False,True,False
0.86,1,19,3,False,False,False,False,False,True,False
0.57,1,20,3,False,False,False,False,False,True,False
0.58,1,21,3,False,False,False,False,False,True,False
0.43,1,22,3,False,False,False,False,False,True,False
0.34,1,23,3,False,False,False,False,False,True,False
0.15,1,0,4,False,False,False,False,False,True,False
0.25,1,1,4,False,False,False,False,False,True,False
0.62,1,2,4,False,False,False,False,False,True,False
0.63,1,3,4,False,False,False,False,False,True,False
0.12,1,4,4,False,False,False,False,False,True,False
0.1,1,5,4,False,False,False,False,False,True,False
0.11,1,6,4,False,False,False,False,False,True,False
0.11,1,7,4,False,False,False,False,False,True,False
0.23,1,8,4,False,False,False,False,False,True,False
0.21,1,9,4,False,False,False,False,False,True,False
0.37,1,10,4,False,False,False,False,False,True,False
0.4,1,11,4,False,False,False,False,False,True,False
0.37,1,12,4,False,False,False,False,False,True,False
0.51,0,13,4,False,False,False,False,False,True,False
0.2,0,14,4,False,False,False,False,False,True,False
1.25,0,15,4,False,False,False,False,False,True,False
0.36,0,16,4,False,False,False,False,False,True,False
0.74,1,17,4,False,False,False,False,False,True,False
0.29,1,18,4,False,False,False,False,False,True,False
0.49,1,19,4,False,False,False,False,False,True,False
0.23,1,20,4,False,False,False,False,False,True,False
0.21,1,21,4,False,False,False,False,False,True,False
0.15,1,22,4,False,False,False,False,False,True,False
0.12,1,23,4,False,False,False,False,False,True,False
0.1,1,0,5,False,False,False,False,False,True,False
0.1,1,1,5,False,False,False,False,False,True,False
0.12,1,2,5,False,False,False,False,False,True,False
0.11,1,3,5,False,False,False,False,False,True,False
0.1,1,4,5,False,False,False,False,False,True,False
0.12,1,5,5,False,False,False,False,False,True,False
0.13,1,6,5,False,False,False,False,False,True,False
0.25,1,7,5,False,False,False,False,False,True,False
0.22,1,8,5,False,False,False,False,False,True,False
0.28,1,9,5,False,False,False,False,False,True,False
2.04,1,10,5,False,False,False,False,False,True,False
0.63,1,11,5,False,False,False,False,False,True,False
0.32,1,12,5,False,False,False,False,False,True,False
0.76,1,13,5,False,False,False,False,False,True,False
0.74,1,14,5,False,False,False,False,False,True,False
0.54,1,15,5,False,False,False,False,False,True,False
0.54,1,16,5,False,False,False,False,False,True,False
0.19,1,17,5,False,False,False,False,False,True,False
0.29,1,18,5,False,False,False,False,False,True,False
0.17,1,19,5,False,False,False,False,False,True,False
0.21,1,20,5,False,False,False,False,False,True,False
0.2,1,21,5,False,False,False,False,False,True,False
0.18,1,22,5,False,False,False,False,False,True,False
0.16,1,23,5,False,False,False,False,False,True,False
0.17,1,0,6,False,False,False,False,False,True,False
0.58,1,1,6,False,False,False,False,False,True,False
0.32,1,2,6,False,False,False,False,False,True,False
0.12,1,3,6,False,False,False,False,False,True,False
0.1,1,4,6,False,False,False,False,False,True,False
0.1,1,5,6,False,False,False,False,False,True,False
0.1,1,6,6,False,False,False,False,False,True,False
0.1,1,7,6,False,False,False,False,False,True,False
0.15,1,8,6,False,False,False,False,False,True,False
0.21,1,9,6,False,False,False,False,False,True,False
1.18,1,10,6,False,False,False,False,False,True,False
0.74,1,11,6,False,False,False,False,False,True,False
0.27,1,12,6,False,False,False,False,False,True,False
0.34,1,13,6,False,False,False,False,False,True,False
0.23,1,14,6,False,False,False,False,False,True,False
0.49,1,15,6,False,False,False,False,False,True,False
1.38,1,16,6,False,False,False,False,False,True,False
0.3,1,17,6,False,False,False,False,False,True,False
0.9,1,18,6,False,False,False,False,False,True,False
0.88,1,19,6,False,False,False,False,False,True,False
0.23,1,20,6,False,False,False,False,False,True,False
0.17,1,21,6,False,False,False,False,False,True,False
0.14,1,22,6,False,False,False,False,False,True,False
0.11,1,23,6,False,False,False,False,False,True,False
0.1,1,0,0,False,False,False,False,False,True,False
0.12,1,1,0,False,False,False,False,False,True,False
0.11,1,2,0,False,False,False,False,False,True,False
0.1,1,3,0,False,False,False,False,False,True,False
0.1,1,4,0,False,False,False,False,False,True,False
0.12,1,5,0,False,False,False,False,False,True,False
0.25,1,6,0,False,False,False,False,False,True,False
0.27,1,7,0,False,False,False,False,False,True,False
1.21,0,8,0,False,False,False,False,False,True,False
0.25,1,9,0,False,False,False,False,False,True,False
1.03,1,10,0,False,False,False,False,False,True,False
0.33,1,11,0,False,False,False,False,False,True,False
0.78,0,12,0,False,False,False,False,False,True,False
0.13,0,13,0,False,False,False,False,False,True,False
0.1,0,14,0,False,False,False,False,False,True,False
0.13,1,15,0,False,False,False,False,False,True,False
1.64,1,16,0,False,False,False,False,False,True,False
0.24,1,17,0,False,False,False,False,False,True,False
0.19,1,18,0,False,False,False,False,False,True,False
0.29,1,19,0,False,False,False,False,False,True,False
0.23,1,20,0,False,False,False,False,False,True,False
0.18,1,21,0,False,False,False,False,False,True,False
0.14,1,22,0,False,False,False,False,False,True,False
0.11,1,23,0,False,False,False,False,False,True,False
0.1,1,0,1,False,False,False,False,False,True,False
0.11,1,1,1,False,False,False,False,False,True,False
0.77,1,2,1,False,False,False,False,False,True,False
0.67,1,3,1,False,False,False,False,False,True,False
0.12,1,4,1,False,False,False,False,False,True,False
0.15,1,5,1,False,False,False,False,False,True,False
0.38,1,6,1,False,False,False,False,False,True,False
0.16,1,7,1,False,False,False,False,False,True,False
0.15,1,8,1,False,False,False,False,False,True,False
0.2,1,9,1,False,False,False,False,False,True,False
0.82,1,10,1,False,False,False,False,False,True,False
0.92,1,11,1,False,False,False,False,False,True,False
0.18,0,12,1,False,False,False,False,False,True,False
0.16,0,13,1,False,False,False,False,False,True,False
0.13,0,14,1,False,False,False,False,False,True,False
0.13,0,15,1,False,False,False,False,False,True,False
1.09,1,16,1,False,False,False,False,False,True,False
0.21,1,17,1,False,False,False,False,False,True,False
1.14,1,18,1,False,False,False,False,False,True,False
0.63,1,19,1,False,False,False,False,False,True,False
0.47,1,20,1,False,False,False,False,False,True,False
0.2,1,21,1,False,False,False,False,False,True,False
0.13,1,22,1,False,False,False,False,False,True,False
0.11,1,23,1,False,False,False,False,False,True,False
0.14,1,0,2,False,False,False,False,False,True,False
0.13,1,1,2,False,False,False,False,False,True,False
0.12,1,2,2,False,False,False,False,False,True,False
0.12,1,3,2,False,False,False,False,False,True,False
0.11,1,4,2,False,False,False,False,False,True,False
0.18,1,5,2,False,False,False,False,False,True,False
0.16,1,6,2,False,False,False,False,False,True,False
0.17,0,7,2,False,False,False,False,False,True,False
0.15,0,8,2,False,False,False,False,False,True,False
0.15,0,9,2,False,False,False,False,False,True,False
0.15,0,10,2,False,False,False,False,False,True,False
0.13,0,11,2,False,False,False,False,False,True,False
0.14,0,12,2,False,False,False,False,False,True,False
0.15,0,13,2,False,False,False,False,False,True,False
0.14,0,14,2,False,False,False,False,False,True,False
0.16,0,15,2,False,False,False,False,False,True,False
0.15,0,16,2,False,False,False,False,False,True,False
0.13,0,17,2,False,False,False,False,False,True,False
0.15,1,18,2,False,False,False,False,False,True,False
1.73,1,19,2,False,False,False,False,False,True,False
0.43,1,20,2,False,False,False,False,False,True,False
0.2,1,21,2,False,False,False,False,False,True,False
0.12,1,22,2,False,False,False,False,False,True,False
0.14,1,23,2,False,False,False,False,False,True,False
0.11,1,0,3,False,False,False,False,False,True,False
0.1,1,1,3,False,False,False,False,False,True,False
0.09,1,2,3,False,False,False,False,False,True,False
0.1,1,3,3,False,False,False,False,False,True,False
0.1,1,4,3,False,False,False,False,False,True,False
0.11,1,5,3,False,False,False,False,False,True,False
0.12,1,6,3,False,False,False,False,False,True,False
0.09,1,7,3,False,False,False,False,False,True,False
0.17,1,8,3,False,False,False,False,False,True,False
0.17,1,9,3,False,False,False,False,False,True,False
0.19,1,10,3,False,False,False,False,False,True,False
0.16,1,11,3,False,False,False,False,False,True,False
0.15,1,12,3,False,False,False,False,False,True,False
0.15,1,13,3,False,False,False,False,False,True,False
0.37,1,14,3,False,False,False,False,False,True,False
0.24,1,15,3,False,False,False,False,False,True,False
2.46,1,16,3,False,False,False,False,False,True,False
0.45,1,17,3,False,False,False,False,False,True,False
0.93,1,18,3,False,False,False,False,False,True,False
0.67,1,19,3,False,False,False,False,False,True,False
0.18,1,20,3,False,False,False,False,False,True,False
0.14,1,21,3,False,False,False,False,False,True,False
0.13,1,22,3,False,False,False,False,False,True,False
0.09,1,23,3,False,False,False,False,False,True,False
0.34,1,0,4,False,False,False,False,False,True,False
0.36,1,1,4,False,False,False,False,False,True,False
0.33,1,2,4,False,False,False,False,False,True,False
0.11,1,3,4,False,False,False,False,False,True,False
0.09,1,4,4,False,False,False,False,False,True,False
0.15,1,5,4,False,False,False,False,False,True,False
0.15,1,6,4,False,False,False,False,False,True,False
0.66,1,7,4,False,False,False,False,False,True,False
0.17,1,8,4,False,False,False,False,False,True,False
0.16,1,9,4,False,False,False,False,False,True,False
0.31,1,10,4,False,False,False,False,False,True,False
0.23,1,11,4,False,False,False,False,False,True,False
0.11,0,12,4,False,False,False,False,False,True,False
0.1,0,13,4,False,False,False,False,False,True,False
0.21,1,14,4,False,False,False,False,False,True,False
0.15,1,15,4,False,False,False,False,False,True,False
0.28,1,16,4,False,False,False,False,False,True,False
0.17,1,17,4,False,False,False,False,False,True,False
0.2,1,18,4,False,False,False,False,False,True,False
0.18,1,19,4,False,False,False,False,False,True,False
0.21,1,20,4,False,False,False,False,False,True,False
0.22,1,21,4,False,False,False,False,False,True,False
0.14,1,22,4,False,False,False,False,False,True,False
0.11,1,23,4,False,False,False,False,False,True,False
0.11,1,0,5,False,False,False,False,False,True,False
0.48,1,1,5,False,False,False,False,False,True,False
0.42,1,2,5,False,False,False,False,False,True,False
0.65,1,3,5,False,False,False,False,False,True,False
0.1,1,4,5,False,False,False,False,False,True,False
1.03,1,5,5,False,False,False,False,False,True,False
0.71,1,6,5,False,False,False,False,False,True,False
0.67,1,7,5,False,False,False,False,False,True,False
0.71,1,8,5,False,False,False,False,False,True,False
0.19,1,9,5,False,False,False,False,False,True,False
0.22,1,10,5,False,False,False,False,False,True,False
0.33,1,11,5,False,False,False,False,False,True,False
0.18,1,12,5,False,False,False,False,False,True,False
0.16,1,13,5,False,False,False,False,False,True,False
0.25,1,14,5,False,False,False,False,False,True,False
0.19,1,15,5,False,False,False,False,False,True,False
0.65,1,16,5,False,False,False,False,False,True,False
0.73,1,17,5,False,False,False,False,False,True,False
1.12,1,18,5,False,False,False,False,False,True,False
0.48,1,19,5,False,False,False,False,False,True,False
0.14,1,20,5,False,False,False,False,False,True,False
0.14,1,21,5,False,False,False,False,False,True,False
0.14,1,22,5,False,False,False,False,False,True,False
0.11,1,23,5,False,False,False,False,False,True,False
0.1,1,0,6,False,False,False,False,False,True,False
0.1,1,1,6,False,False,False,False,False,True,False
0.1,1,2,6,False,False,False,False,False,True,False
0.09,1,3,6,False,False,False,False,False,True,False
0.11,1,4,6,False,False,False,False,False,True,False
0.09,1,5,6,False,False,False,False,False,True,False
0.09,1,6,6,False,False,False,False,False,True,False
0.41,1,7,6,False,False,False,False,False,True,False
0.18,1,8,6,False,False,False,False,False,True,False
0.17,1,9,6,False,False,False,False,False,True,False
0.1,1,10,6,False,False,False,False,False,True,False
0.09,0,11,6,False,False,False,False,False,True,False
0.1,0,12,6,False,False,False,False,False,True,False
0.09,0,13,6,False,False,False,False,False,True,False
0.1,0,14,6,False,False,False,False,False,True,False
0.1,0,15,6,False,False,False,False,False,True,False
0.1,0,16,6,False,False,False,False,False,True,False
1.74,1,17,6,False,False,False,False,False,True,False
0.41,1,18,6,False,False,False,False,False,True,False
0.18,1,19,6,False,False,False,False,False,True,False
0.16,1,20,6,False,False,False,False,False,True,False
0.17,1,21,6,False,False,False,False,False,True,False
0.11,1,22,6,False,False,False,False,False,True,False
0.12,1,23,6,False,False,False,False,False,True,False
0.6,1,0,0,False,False,False,False,False,True,False
0.13,1,1,0,False,False,False,False,False,True,False
0.32,1,2,0,False,False,False,False,False,True,False
0.09,1,3,0,False,False,False,False,False,True,False
0.1,1,4,0,False,False,False,False,False,True,False
0.1,1,5,0,False,False,False,False,False,True,False
0.11,1,6,0,False,False,False,False,False,True,False
1.43,1,7,0,False,False,False,False,False,True,False
0.48,1,8,0,False,False,False,False,False,True,False
0.47,1,9,0,False,False,False,False,False,True,False
0.22,1,10,0,False,False,False,False,False,True,False
0.84,1,11,0,False,False,False,False,False,True,False
0.23,1,12,0,False,False,False,False,False,True,False
1.18,1,13,0,False,False,False,False,False,True,False
0.33,1,14,0,False,False,False,False,False,True,False
0.39,1,15,0,False,False,False,False,False,True,False
0.31,1,16,0,False,False,False,False,False,True,False
0.25,1,17,0,False,False,False,False,False,True,False
0.44,1,18,0,False,False,False,False,False,True,False
0.15,1,19,0,False,False,False,False,False,True,False
0.77,1,20,0,False,False,False,False,False,True,False
0.31,1,21,0,False,False,False,False,False,True,False
0.21,1,22,0,False,False,False,False,False,True,False
0.17,1,23,0,False,False,False,False,False,True,False
0.12,1,0,1,False,False,False,False,False,True,False
0.16,1,1,1,False,False,False,False,False,True,False
